programme_code,programme_name,year,course_code,alternative_course
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 3,BUS3018F,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 3,BUS3039F,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 3,STA3041F,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 3,STA3045F,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 3,BUS3024S,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 3,PHI2043S,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 3,STA3047S,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 3,STA3048S,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 4,BUS4028F,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 4,BUS4027W,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 4,BUS4050H,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 4,BUS4029H,
CB025BUS01,BBusSc Augmented in Actuarial Science,Year 4,BUS4034S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,ACC1106F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,BUS1036F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,DOC1103H,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,CSC1015F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,ECO1110F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,MAM1031F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,MAM1032S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,BUS1003H,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,ACC1111S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,ECO1011S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 1,STA1106H,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,CML1001F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,ECO2003F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,STA2004F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,MAM2010F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,MAM2011F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,MAM2012S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,MAM2014S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,BUS2016H,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,ECO2004S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,FTX2024S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 2,STA2005S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 3,BUS2033F/S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 3,BUS3039F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 3,FTX3044F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 3,STA3041F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 3,STA3045F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 3,FTX3045S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 3,PHI2043S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 3,STA3047S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 3,STA3048S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 4,BUS4028F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 4,FTX4086F,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 4,BUS4050H,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 4,BUS4053H,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 4,BUS4087S,
CB025BUS09,BBusSc Augmented in Actuarial (Quantitative Finance),Year 4,FTX4056S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 1,ACC1106F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 1,DOC1103H,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 1,CSC1010H,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 1,ECO1110F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 1,MAM1005H,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 1,ACC1111S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 1,ECO1011S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 2,BUS1036S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 2,ECO2003F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 2,BUS1003H,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 2,MAM1006H,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 2,ECO2004S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 2,STA1106H,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 3,CML1001F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 3,STA2004F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 3,MAM2010F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 3,MAM2011F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 3,MAM2012S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 3,MAM2014S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 3,BUS2016H,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 3,FTX2024S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 3,STA2005S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 4,BUS3018F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 4,BUS3039F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 4,STA3041F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 4,STA3045F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 4,BUS3024S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 4,PHI2043S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 4,STA3047S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 4,STA3048S,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 5,BUS4028F,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 5,BUS4027W,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 5,BUS4050H,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 5,BUS4029H,
CB018BUS01,BBusSc Extended in Actuarial Science,Year 5,BUS4034S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 1,ACC1106F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 1,DOC1103H,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 1,ECO1110F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 1,CSC1010H,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 1,MAM1005H,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 1,ACC1111S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 1,ECO1011S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 2,BUS1036S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 2,ECO2003F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 2,BUS1003H,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 2,MAM1006H,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 2,ECO2004S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 2,STA1106H,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 3,CML1001F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 3,STA2004F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 3,MAM2010F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 3,MAM2011F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 3,MAM2012S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 3,MAM2014S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 3,BUS2016H,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 3,FTX2024S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 3,STA2005S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 4,BUS3039F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 4,FTX3044F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 4,STA3041F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 4,STA3045F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 4,BUS2033S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 4,FTX3045S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 4,PHI2043S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 4,STA3047S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 4,STA3048S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 5,BUS4028F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 5,FTX4086F,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 5,BUS4050H,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 5,BUS4053H,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 5,BUS4087S,
CB018BUS09,BBusSc Extended in Actuarial (Quantitative Finance),Year 5,FTX4056S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,ACC1021F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,ACC1022Z,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,BUS1036F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,CSC1015F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,DOC1103H,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,ECO1110F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,MAM1031F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,MAM1032S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,CSC1016S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,ECO1011S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,STA1100S,STA1106H
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 1,STA1106H,STA1100S
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,BUS2010F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,ECO2003F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,MAM2010F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,MAM2011F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,MAM2012S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,MAM2014S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,PHI2043S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,CML1004S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,ECO2004S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,STA2004F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,STA2005S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,STA2020F/S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 2,STA2030S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,BUS2033F/S,FTX2024S
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,FTX2020F,FTX2024S
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,FTX2024S,FTX2020F
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,BUS3039F/S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,CSC2001F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,CSC2002S,ECO3021S
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,ECO3021S,CSC2002S
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,INF2006F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,INF2007F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,ECO3021S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,STA3022F,STA3045F
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,STA3045F,STA3022F
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,STA3041F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,STA3043S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,STA3030F,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 3,STA3036S,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 4,STA4010W,
CB024STA13,BBusSc Augmented in Statistics and Data Sciences,Year 4,BUS4050H,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 1,ACC1021F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 1,ACC1022Z,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 1,DOC1103H,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 1,ECO1110F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 1,INF1102F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 1,MAM1110F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 1,BUS1036F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 1,ECO1011S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 1,MAM1112S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 1,STA1100S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 2,BUS2010F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 2,CML1001F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 2,ECO2003F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 2,ACC2022H,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 2,ECO2007S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 2,ECO2004S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 2,FTX2024S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 2,PHI2043S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 2,STA2020F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 3,ECO3020F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 3,FTX3044F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 3,STA3022F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 3,ECO3xxx (Approved ECO3000),
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 3,BUS3039S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 3,BUS2033F/S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 3,ECO3021S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 3,FTX3045S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 4,FTX4057F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 4,FTX4086F,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 4,BUS4050H,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 4,FTX4051H,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 4,FTX4056S,
CB024FTX05,"BBusSc Augmented in Finance, Investment and Banking",Year 4,FTX4087S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 1,ACC1106F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 1,DOC1103H,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 1,ECO1110F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 1,INF1102F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 1,MAM1110F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 1,ACC1111S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 1,ACC1015S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 1,ECO1011S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 1,MAM1112S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 1,STA1100S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 2,BUS2010F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 2,CML1001F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 2,ECO2003F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 2,STA2020F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 2,ACC2022H,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 2,ACC2023H,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 2,CML2010Z,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 2,ECO2004S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 2,FTX2024S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 2,PHI2043S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 3,CML2001F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 3,FTX3044F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 3,INF2004F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 3,ACC2012W,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 3,ACC2018H,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 3,ACC3023W,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 3,BUS3039S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 3,FTX3045S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 4,FTX4057F,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 4,ACC3009W,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 4,BUS4050H,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 4,ACC3004W,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 4,ACC3022W,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 4,FTX4056S,
CB024FTX04,BBusSc Augmented in Finance with Accounting,Year 4,FTX4087S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 1,BUS1036F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 1,CSC1015F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 1,DOC1103H,
CB024CSC05,BBusSc Augmented in Computer Science,Year 1,ECO1110F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 1,MAM1031F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 1,MAM1004F,MAM1031F
CB024CSC05,BBusSc Augmented in Computer Science,Year 1,MAM1008S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 1,CSC1016S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 1,ECO1011S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 1,STA1100S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 2,CSC2001F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 2,INF2009F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 2,STA2020F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 2,CML1001F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 2,INF2011S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 2,ACC1021F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 2,ACC1022Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 2,CSC2002S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 2,CSC2004Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 2,PHI2043S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 3,BUS3039F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 3,CSC3002F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 3,FTX2020F,
CB024CSC05,BBusSc Augmented in Computer Science,Year 3,BUS3038S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 3,BUS2010S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 3,CSC3003S,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,BUS4050H,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4019Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4020Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4021Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4002W,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4007Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4010Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4023Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4024Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4025Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4026Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4027Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4028Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,CSC4029Z,
CB024CSC05,BBusSc Augmented in Computer Science,Year 4,STA4026S,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,ACC1021F,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,ACC1022Z,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,INF1102F,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,DOC1103H,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,ECO1110F,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,MAM1110F,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,BUS1036S,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,ECO1011S,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,MAM1112S,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,STA1100S,
CB024INF01,BBusSc Augmented in Information Systems,Year 1,CSC1015F,INF1102F
CB024INF01,BBusSc Augmented in Information Systems,Year 2,INF1003F,
CB024INF01,BBusSc Augmented in Information Systems,Year 2,INF2006F,
CB024INF01,BBusSc Augmented in Information Systems,Year 2,INF2007F,
CB024INF01,BBusSc Augmented in Information Systems,Year 2,INF2009F,
CB024INF01,BBusSc Augmented in Information Systems,Year 2,FTX2020F,
CB024INF01,BBusSc Augmented in Information Systems,Year 2,STA2020S,
CB024INF01,BBusSc Augmented in Information Systems,Year 2,INF2010S,
CB024INF01,BBusSc Augmented in Information Systems,Year 2,INF2011S,
CB024INF01,BBusSc Augmented in Information Systems,Year 2,CML1004S,
CB024INF01,BBusSc Augmented in Information Systems,Year 3,BUS2010F,
CB024INF01,BBusSc Augmented in Information Systems,Year 3,BUS3039F,
CB024INF01,BBusSc Augmented in Information Systems,Year 3,INF3014F,
CB024INF01,BBusSc Augmented in Information Systems,Year 3,INF3003W,
CB024INF01,BBusSc Augmented in Information Systems,Year 3,BUS2033F,
CB024INF01,BBusSc Augmented in Information Systems,Year 3,INF3012S,
CB024INF01,BBusSc Augmented in Information Systems,Year 3,PHI2043S,
CB024INF01,BBusSc Augmented in Information Systems,Year 4,INF4026F,
CB024INF01,BBusSc Augmented in Information Systems,Year 4,BUS4050W,
CB024INF01,BBusSc Augmented in Information Systems,Year 4,INF4027W,
CB024INF01,BBusSc Augmented in Information Systems,Year 4,INF4024W,
CB024INF01,BBusSc Augmented in Information Systems,Year 4,INF4025S,
CB024ECO01,BBusSc Augmented in Economics,Year 1,ACC1021F,
CB024ECO01,BBusSc Augmented in Economics,Year 1,ACC1022Z,
CB024ECO01,BBusSc Augmented in Economics,Year 1,DOC1103H,
CB024ECO01,BBusSc Augmented in Economics,Year 1,ECO1110F,
CB024ECO01,BBusSc Augmented in Economics,Year 1,INF1102F,
CB024ECO01,BBusSc Augmented in Economics,Year 1,MAM1110F,
CB024ECO01,BBusSc Augmented in Economics,Year 1,ECO1011S,
CB024ECO01,BBusSc Augmented in Economics,Year 1,MAM1112S,
CB024ECO01,BBusSc Augmented in Economics,Year 1,STA1100S,
CB024ECO01,BBusSc Augmented in Economics,Year 2,CML1001F,
CB024ECO01,BBusSc Augmented in Economics,Year 2,ECO2003F,FTX2024F
CB024ECO01,BBusSc Augmented in Economics,Year 2,FTX2020F,FTX2024F
CB024ECO01,BBusSc Augmented in Economics,Year 2,FTX2024F,FTX2020F
CB024ECO01,BBusSc Augmented in Economics,Year 2,STA2020F,
CB024ECO01,BBusSc Augmented in Economics,Year 2,BUS2010S,
CB024ECO01,BBusSc Augmented in Economics,Year 2,ECO2004S,
CB024ECO01,BBusSc Augmented in Economics,Year 2,ECO2007S,
CB024ECO01,BBusSc Augmented in Economics,Year 2,STA2030S,STA3022F
CB024ECO01,BBusSc Augmented in Economics,Year 3,BUS2033F,
CB024ECO01,BBusSc Augmented in Economics,Year 3,BUS3039F,
CB024ECO01,BBusSc Augmented in Economics,Year 3,ECO3020F,
CB024ECO01,BBusSc Augmented in Economics,Year 3,ECO3021S,
CB024ECO01,BBusSc Augmented in Economics,Year 3,PHI2043S,
CB024ECO01,BBusSc Augmented in Economics,Year 3,ECO3xxx (Option 1),
CB024ECO01,BBusSc Augmented in Economics,Year 3,ECO3xxx (Option 2),
CB024ECO01,BBusSc Augmented in Economics,Year 3,FTX3044F,
CB024ECO01,BBusSc Augmented in Economics,Year 3,STA3030F,
CB024ECO01,BBusSc Augmented in Economics,Year 3,FTX3045S,
CB024ECO01,BBusSc Augmented in Economics,Year 3,STA3036S,
CB024ECO01,BBusSc Augmented in Economics,Year 3,ECO2008S or Elective,
CB024ECO01,BBusSc Augmented in Economics,Year 4,BUS4050H,
CB024ECO01,BBusSc Augmented in Economics,Year 4,ECO4006F,
CB024ECO01,BBusSc Augmented in Economics,Year 4,ECO4007F,
CB024ECO01,BBusSc Augmented in Economics,Year 4,ECO4016F,
CB024ECO01,BBusSc Augmented in Economics,Year 4,ECO4112F,
CB024ECO01,BBusSc Augmented in Economics,Year 4,ECO4021W,
CB024ECO01,BBusSc Augmented in Economics,Year 4,ECO4xxx (Option 1),
CB024ECO01,BBusSc Augmented in Economics,Year 4,ECO4xxx (Option 2),
CB024ECO03,BBusSc Augmented in Economics with Law,Year 1,ACC1021F,
