programme_code,programme_name,year,course_code,alternative_course,year_raw
CB018BUS01,,4,STA3047S,,Fourth Year
CB018BUS01,,4,STA3048S,,Fourth Year
CB018BUS01,,5,BUS4028F,,Fifth Year
CB018BUS01,,5,BUS4027W,,Fifth Year
CB018BUS01,,5,BUS4050H,,Fifth Year
CB018BUS01,,5,BUS4029H,,Fifth Year
CB018BUS01,,5,BUS4034S,,Fifth Year
CB018BUS09,,1,ACC1106F,,First Year
CB018BUS09,,1,DOC1103H,,First Year
CB018BUS09,,1,ECO1110F,,First Year
CB018BUS09,,1,CSC1010H,,First Year
CB018BUS09,,1,MAM1005H,,First Year
CB018BUS09,,1,ACC1111S,,First Year
CB018BUS09,,1,ECO1011S,,First Year
CB018BUS09,,2,BUS1036S,,Second Year
CB018BUS09,,2,ECO2003F,,Second Year
CB018BUS09,,2,BUS1003H,,Second Year
CB018BUS09,,2,MAM1006H,,Second Year
CB018BUS09,,2,ECO2004S,,Second Year
CB018BUS09,,2,STA1106H,,Second Year
CB018BUS09,,3,CML1001F,,Third Year
CB018BUS09,,3,STA2004F,,Third Year
CB018BUS09,,3,MAM2010F,,Third Year
CB018BUS09,,3,MAM2011F,,Third Year
CB018BUS09,,3,MAM2012S,,Third Year
CB018BUS09,,3,MAM2014S,,Third Year
CB018BUS09,,3,BUS2016H,,Third Year
CB018BUS09,,3,FTX2024S,,Third Year
CB018BUS09,,3,STA2005S,,Third Year
CB018BUS09,,4,BUS3039F,,Fourth Year
CB018BUS09,,4,FTX3044F,,Fourth Year
CB018BUS09,,4,STA3041F,,Fourth Year
CB018BUS09,,4,STA3045F,,Fourth Year
CB018BUS09,,4,BUS2033S,,Fourth Year
CB018BUS09,,4,FTX3045S,,Fourth Year
CB018BUS09,,4,PHI2043S,,Fourth Year
CB018BUS09,,4,STA3047S,,Fourth Year
CB018BUS09,,4,STA3048S,,Fourth Year
CB018BUS09,,5,BUS4028F,,Fifth Year
CB018BUS09,,5,FTX4086F,,Fifth Year
CB018BUS09,,5,BUS4050H,,Fifth Year
CB018BUS09,,5,BUS4053H,,Fifth Year
CB018BUS09,,5,BUS4087S,,Fifth Year
CB018BUS09,,5,FTX4056S,,Fifth Year
CB018BUS09,,5,STA1106H,,Fifth Year
CB018BUS09,,5,MAM1031F,MAM1032S,Fifth Year
CB018BUS09,,5,STA1006S,,Fifth Year
CB018BUS09,,5,STA4010W,,Fifth Year
CB015STA13,,1,ACC1021F,,First Year
CB015STA13,,1,ACC1022Z,,First Year
CB015STA13,,1,BUS1036S,,First Year
CB015STA13,,1,DOC1103H,,First Year
CB015STA13,,1,CML1001F,,First Year
CB015STA13,,1,ECO1110F,,First Year
CB015STA13,,1,CSC1010H,,First Year
CB015STA13,,1,MAM1005H,,First Year
CB015STA13,,1,ECO1011S,,First Year
CB015STA13,,2,BUS2010F,,Second Year
CB015STA13,,2,CSC1011H,,Second Year
CB015STA13,,2,MAM1006H,,Second Year
CB015STA13,,2,STA1106H,,Second Year
CB015STA13,,2,STA1100S,,Second Year
CB015STA13,,3,ECO2003F,,Third Year
CB015STA13,,3,FTX2020F,,Third Year
CB015STA13,,3,FTX2024S,,Third Year
CB015STA13,,3,MAM2010F,,Third Year
CB015STA13,,3,MAM2011F,,Third Year
CB015STA13,,3,MAM2012S,,Third Year
CB015STA13,,3,MAM2014S,,Third Year
CB015STA13,,3,PHI2043S,,Third Year
CB015STA13,,3,ECO2004S,,Third Year
CB015STA13,,3,STA2004F,,Third Year
CB015STA13,,3,STA2005S,,Third Year
CB015STA13,,3,STA2020F,,Third Year
CB015STA13,,3,STA2030S,,Third Year
CB015STA13,,4,BUS2033S,,Fourth Year
CB015STA13,,4,BUS3039F,,Fourth Year
CB015STA13,,4,CSC2001F,,Fourth Year
CB015STA13,,4,CSC2002S,,Fourth Year
CB015STA13,,4,ECO3021S,,Fourth Year
CB015STA13,,4,INF2006F,,Fourth Year
CB015STA13,,4,INF2007F,,Fourth Year
CB015STA13,,4,STA3022F,,Fourth Year
CB015STA13,,4,STA3045F,,Fourth Year
CB015STA13,,4,STA3041F,,Fourth Year
CB015STA13,,4,STA3043S,,Fourth Year
CB015STA13,,4,STA3030F,,Fourth Year
CB015STA13,,4,STA3036S,,Fourth Year
CB015STA13,,5,BUS4050H,,Fifth Year
CB015STA13,,5,STA4010W,,Fifth Year
CB015STA13,,5,STA1106H,,Fifth Year
CB015STA13,,5,MAM2010F,,Fifth Year
CB015STA13,,5,MAM2012S,MAM2013S,Fifth Year
CB015STA13,,5,MAM1031F,MAM1032S,Fifth Year
CB015STA13,,5,CSC1011H,,Fifth Year
CB015FTX05,,1,DOC1103H,,First Year
CB015FTX05,,1,ECO1110F,,First Year
CB015FTX05,,1,MAM1110H,,First Year
CB015FTX05,,1,INF1102F,,First Year
CB015FTX05,,1,ACC1021F,,First Year
CB015FTX05,,1,ACC1022Z,,First Year
CB015FTX05,,1,BUS1036S,,First Year
CB015FTX05,,1,ECO1011S,,First Year
CB015FTX05,,2,ECO2003F,,Second Year
CB015FTX05,,2,STA1000F,,Second Year
CB015FTX05,,2,CML1001F,,Second Year
CB015FTX05,,2,ECO2004S,,Second Year
CB015FTX05,,2,ECO2007S,,Second Year
CB015FTX05,,2,ACC2022H,,Second Year
CB015FTX05,,2,MAM1112S,,Second Year
CB015FTX05,,3,BUS2010F,,Third Year
CB015FTX05,,3,FTX2024S,,Third Year
CB015FTX05,,3,PHI2043F,,Third Year
CB015FTX05,,3,STA2020F,,Third Year
CB015FTX05,,4,BUS2033F,,Fourth Year
CB015FTX05,,4,ECO3020F,,Fourth Year
CB015FTX05,,4,FTX3044F,,Fourth Year
CB015FTX05,,4,STA3022F,,Fourth Year
CB015FTX05,,4,BUS3039S,,Fourth Year
CB015FTX05,,4,ECO3021S,,Fourth Year
CB015FTX05,,4,FTX3045S,,Fourth Year
CB015FTX05,,5,FTX4057F,,Fifth Year
CB015FTX05,,5,FTX4086F,,Fifth Year
CB015FTX05,,5,BUS4050H,,Fifth Year
CB015FTX05,,5,FTX4051H,,Fifth Year
CB015FTX05,,5,FTX4056S,,Fifth Year
CB015FTX05,,5,FTX4087S,,Fifth Year
CB015FTX05,,5,FTX4000,,Fifth Year
CB015FTX04,,1,ACC1015S,,First Year
CB015FTX04,,1,ACC1106F,,First Year
CB015FTX04,,1,CML1001F,,First Year
CB015FTX04,,1,DOC1103H,,First Year
CB015FTX04,,1,ACC1111S,,First Year
CB015FTX04,,1,ECO1110S,,First Year
CB015FTX04,,1,MAM1110H,,First Year
CB015FTX04,,1,INF1102F,,First Year
CB015FTX04,,2,BUS2010F,,Second Year
CB015FTX04,,2,ECO2003F,,Second Year
CB015FTX04,,2,ECO1011F,,Second Year
CB015FTX04,,2,STA1000F,,Second Year
CB015FTX04,,2,CML2010Z,,Second Year
CB015FTX04,,2,PHI2043S,,Second Year
CB015FTX04,,2,ECO2004S,,Second Year
CB015FTX04,,2,MAM1112S,,Second Year
CB015FTX04,,3,INF2004F,,Third Year
CB015FTX04,,3,STA2020S,,Third Year
CB015FTX04,,3,ACC2012W,,Third Year
CB015FTX04,,3,ACC2018H,,Third Year
CB015FTX04,,3,ACC2022H,,Third Year
CB015FTX04,,3,ACC2023H,,Third Year
CB015FTX04,,3,FTX2024S,,Third Year
CB015FTX04,,4,BUS3039S,,Fourth Year
CB015FTX04,,4,CML2001F,,Fourth Year
CB015FTX04,,4,FTX3044F,,Fourth Year
CB015FTX04,,4,ACC3020W,,Fourth Year
CB015FTX04,,4,ACC3022W,,Fourth Year
CB015FTX04,,4,ACC3023W,,Fourth Year
CB015FTX04,,4,FTX3045S,,Fourth Year
CB015FTX04,,5,FTX4057F,,Fifth Year
CB015FTX04,,5,ACC3009W,,Fifth Year
CB015FTX04,,5,BUS4050H,,Fifth Year
CB015FTX04,,5,ACC3004W,,Fifth Year
CB015FTX04,,5,FTX4056S,,Fifth Year
CB015FTX04,,5,FTX4087S,,Fifth Year
CB015FTX04,,5,ACC3020W,,Fifth Year
CB015FTX04,,5,FTX4000,,Fifth Year
CB015CSC05,,1,BUS1036F,,First Year
CB015CSC05,,1,DOC1103H,,First Year
CB015CSC05,,1,CSC1010H,,First Year
CB015CSC05,,1,ECO1110F,,First Year
CB015CSC05,,1,MAM1004F,,First Year
CB015CSC05,,1,MAM1005H,,First Year
CB015CSC05,,1,CML1004S,,First Year
CB015CSC05,,1,ECO1011S,,First Year
CB015CSC05,,2,BUS2010F,,Second Year
CB015CSC05,,2,CSC1011H,,Second Year
CB015CSC05,,2,ACC1021F,,Second Year
CB015CSC05,,2,ACC1022Z,,Second Year
CB015CSC05,,2,MAM1008S,,Second Year
CB015CSC05,,2,PHI2043S,,Second Year
CB015CSC05,,2,STA1100S,,Second Year
CB015CSC05,,3,INF2009F,,Third Year
CB015CSC05,,3,CSC2001F,,Third Year
CB015CSC05,,3,FTX2020F,,Third Year
CB015CSC05,,3,STA2020S,,Third Year
CB015CSC05,,3,CSC2002S,,Third Year
CB015CSC05,,3,CSC2004Z,,Third Year
CB015CSC05,,3,INF2011S,,Third Year
CB015CSC05,,4,BUS3039F,,Fourth Year
CB015CSC05,,4,CSC3002F,,Fourth Year
CB015CSC05,,4,BUS3038S,,Fourth Year
CB015CSC05,,4,CSC3003S,,Fourth Year
CB015CSC05,,5,BUS4050H,,Fifth Year
CB015CSC05,,5,CSC4019Z,,Fifth Year
CB015CSC05,,5,CSC4020Z,,Fifth Year
CB015CSC05,,5,CSC4021Z,,Fifth Year
CB015CSC05,,5,CSC4002W,,Fifth Year
CB015CSC05,,5,CSC4007Z,,Fifth Year
CB015CSC05,,5,CSC4010Z,,Fifth Year
CB015CSC05,,5,CSC4023Z,,Fifth Year
CB015CSC05,,5,CSC4024Z,,Fifth Year
CB015CSC05,,5,CSC4025Z,,Fifth Year
CB015CSC05,,5,CSC4026Z,,Fifth Year
CB015CSC05,,5,CSC4027Z,,Fifth Year
CB015CSC05,,5,CSC4028Z,,Fifth Year
CB015CSC05,,5,CSC4029Z,,Fifth Year
CB015CSC05,,5,STA4026S,,Fifth Year
CB015INF01,,1,DOC1103H,,First Year
CB015INF01,,1,INF1102F,,First Year
CB015INF01,,1,CSC1010H,,First Year
CB015INF01,,1,ECO1110F,,First Year
CB015INF01,,1,MAM1110H,,First Year
CB015INF01,,1,BUS1036F,,First Year
CB015INF01,,1,ECO1011S,,First Year
CB015INF01,,2,CML1001F,,Second Year
CB015INF01,,2,INF1003F,,Second Year
CB015INF01,,2,STA1000F,,Second Year
CB015INF01,,2,ACC1021F,,Second Year
CB015INF01,,2,ACC1022Z,,Second Year
CB015INF01,,2,BUS2010S,,Second Year
CB015INF01,,2,MAM1112S,,Second Year
CB015INF01,,3,INF2006F,,Third Year
CB015INF01,,3,INF2007F,,Third Year
CB015INF01,,3,INF2009F,,Third Year
CB015INF01,,3,STA2020F,,Third Year
CB015INF01,,3,INF2010S,,Third Year
CB015INF01,,3,INF2011S,,Third Year
CB015INF01,,3,PHI2043S,,Third Year
CB015INF01,,4,INF3014F,,Fourth Year
CB015INF01,,4,FTX2020F,,Fourth Year
CB015INF01,,4,INF3003W,,Fourth Year
CB015INF01,,4,BUS3039S,,Fourth Year
CB015INF01,,4,INF3012S,,Fourth Year
CB015INF01,,4,BUS2033F,,Fourth Year
CB015INF01,,5,INF4026F,,Fifth Year
CB015INF01,,5,BUS4050H,,Fifth Year
CB015INF01,,5,INF4024W,,Fifth Year
CB015INF01,,5,INF4027W,,Fifth Year
CB015INF01,,5,INF4025S,,Fifth Year
CB015INF01,,5,CSC1015F,,Fifth Year
CB015INF01,,5,INF1003F,,Fifth Year
CB015ECO01,,1,ACC1021F,,First Year
CB015ECO01,,1,ACC1022Z,,First Year
CB015ECO01,,1,DOC1103H,,First Year
CB015ECO01,,1,ECO1110F,,First Year
CB015ECO01,,1,MAM1110H,,First Year
CB015ECO01,,1,INF1102F,,First Year
CB015ECO01,,1,ECO1011S,,First Year
CB015ECO01,,1,CML1004S,,First Year
CB015ECO01,,2,ECO2003F,,Second Year
CB015ECO01,,2,STA1000F,,Second Year
CB015ECO01,,2,ECO2004S,,Second Year
CB015ECO01,,2,ECO2007S,,Second Year
CB015ECO01,,2,MAM1112S,,Second Year
CB015ECO01,,2,BUS2010F,,Second Year
CB015ECO01,,3,BUS3039F,,Third Year
CB015ECO01,,3,FTX2020F,,Third Year
CB015ECO01,,3,FTX2024F,,Third Year
CB015ECO01,,3,BUS2033S,,Third Year
CB015ECO01,,3,STA2020F,,Third Year
CB015ECO01,,3,PHI2043S,,Third Year
CB015ECO01,,3,STA2030S,,Third Year
CB015ECO01,,3,STA3022F,,Third Year
CB015ECO01,,4,ECO3020F,,Fourth Year
CB015ECO01,,4,ECO3021S,,Fourth Year
CB015ECO01,,4,FTX3044F,,Fourth Year
CB015ECO01,,4,STA3030F,,Fourth Year
CB015ECO01,,4,FTX3045S,,Fourth Year
CB015ECO01,,4,STA3036S,,Fourth Year
CB015ECO01,,4,ECO2008S,,Fourth Year
CB015ECO01,,5,BUS4050H,,Fifth Year
CB015ECO01,,5,ECO4006F,,Fifth Year
CB015ECO01,,5,ECO4007F,,Fifth Year
CB015ECO01,,5,ECO4016F,,Fifth Year
CB015ECO01,,5,ECO4112F,,Fifth Year
CB015ECO01,,5,ECO4021W,,Fifth Year
CB015ECO01,,5,ECO4013S,,Fifth Year
CB015ECO01,,5,ECO4020S,,Fifth Year
CB015ECO01,,5,ECO4026S,,Fifth Year
CB015ECO01,,5,ECO4027S,,Fifth Year
CB015ECO01,,5,ECO4028S,,Fifth Year
CB015ECO01,,5,ECO4029S,,Fifth Year
CB015ECO01,,5,ECO4032S,,Fifth Year
CB015ECO01,,5,ECO4051S,,Fifth Year
CB015ECO01,,5,ECO4052S,,Fifth Year
CB015ECO01,,5,ECO4053S,,Fifth Year
CB015ECO01,,5,ECO4113S,,Fifth Year
CB015ECO01,,5,ECO4114S,,Fifth Year
CB015ECO01,,5,ECO4131S,,Fifth Year
CB015ECO01,,5,ECO4132S,,Fifth Year
CB015ECO01,,5,ECO4200S,,Fifth Year
CB015ECO01,,5,MAM2010F,,Fifth Year
CB015ECO01,,5,MAM1010F,MAM1012F,Fifth Year
CB015ECO01,,5,STA3022,,Fifth Year
CB015ECO01,,5,FTX2024,,Fifth Year
CB015ECO01,,5,ECO3020F,,Fifth Year
CB015ECO03,,1,ACC1021F,,First Year
CB015ECO03,,1,ACC1022Z,,First Year
CB015ECO03,,1,INF1102S,,First Year
CB015ECO03,,1,DOC1103H,,First Year
CB015ECO03,,1,ECO1110F,,First Year
CB015ECO03,,1,MAM1110H,,First Year
CB015ECO03,,1,ECO1011S,,First Year
CB015ECO03,,2,ECO2003F,,Second Year
CB015ECO03,,2,STA1000F,,Second Year
CB015ECO03,,2,ECO2004S,,Second Year
CB015ECO03,,2,ECO2007S,,Second Year
CB015ECO03,,2,MAM1112S,,Second Year
CB015ECO03,,2,PHI2043F,,Second Year
CB015ECO03,,3,BUS2010F,,Third Year
CB015ECO03,,3,FTX2020F,,Third Year
CB015ECO03,,3,FTX2024S,,Third Year
CB015ECO03,,3,STA2020S,,Third Year
CB015ECO03,,3,PVL1003W,,Third Year
CB015ECO03,,3,PVL1004F,,Third Year
CB015ECO03,,3,PVL1008H,,Third Year
CB015ECO03,,4,BUS3039F,,Fourth Year
CB015ECO03,,4,ECO3020F,,Fourth Year
CB015ECO03,,4,PBL2000W,,Fourth Year
CB015ECO03,,4,PVL2003H,,Fourth Year
CB015ECO03,,4,PVL2002H,,Fourth Year
CB015ECO03,,4,ECO3021S,,Fourth Year
CB015ECO03,,5,BUS4050H,,Fifth Year
CB015ECO03,,5,ECO4006F,,Fifth Year
CB015ECO03,,5,ECO4007F,,Fifth Year
CB015ECO03,,5,ECO4016F,,Fifth Year
CB015ECO03,,5,ECO4112F,,Fifth Year
CB015ECO03,,5,ECO4021W,,Fifth Year
CB015ECO03,,5,ECO4013S,,Fifth Year
CB015ECO03,,5,ECO4020S,,Fifth Year
CB015ECO03,,5,ECO4026S,,Fifth Year
CB015ECO03,,5,ECO4027S,,Fifth Year
CB015ECO03,,5,ECO4028S,,Fifth Year
CB015ECO03,,5,ECO4029S,,Fifth Year
CB015ECO03,,5,ECO4032S,,Fifth Year
CB015ECO03,,5,ECO4051S,,Fifth Year
CB015ECO03,,5,ECO4052S,,Fifth Year
CB015ECO03,,5,ECO4053S,,Fifth Year
CB015ECO03,,5,ECO4113S,,Fifth Year
CB015ECO03,,5,ECO4114S,,Fifth Year
CB015ECO03,,5,ECO4131S,,Fifth Year
CB015ECO03,,5,ECO4132S,,Fifth Year
CB015ECO03,,5,ECO4200S,,Fifth Year
CB015ECO03,,5,ECO3020F,,Fifth Year
CB015ECO03,,5,ECO3021S,,Fifth Year
CB015BUS07,,1,ACC1021F,,First Year
CB015BUS07,,1,ACC1022Z,,First Year
CB015BUS07,,1,CML1001F,,First Year
CB015BUS07,,1,DOC1103H,,First Year
CB015BUS07,,1,BUS1036S,,First Year
CB015BUS07,,1,ECO1110S,,First Year
CB015BUS07,,1,MAM1110H,,First Year
CB015BUS07,,1,INF1102F,,First Year
CB015BUS07,,2,ECO2003F,,Second Year
CB015BUS07,,2,STA1000F,,Second Year
CB015BUS07,,2,ECO1011F,,Second Year
CB015BUS07,,2,STA2020S,,Second Year
CB015BUS07,,2,ECO2004S,,Second Year
CB015BUS07,,2,ECO2007S,,Second Year
CB015BUS07,,3,BUS2010F,,Third Year
CB015BUS07,,3,ECO3020F,,Third Year
CB015BUS07,,3,FTX2020F,,Third Year
CB015BUS07,,3,FTX2024S,,Third Year
CB015BUS07,,3,BUS2033F,,Third Year
CB015BUS07,,3,PHI2043S,,Third Year
CB015BUS07,,3,ECO3009F,,Third Year
CB015BUS07,,3,ECO3016F,,Third Year
CB015BUS07,,3,ECO3024F,,Third Year
CB015BUS07,,3,ECO3021S,,Third Year
CB015BUS07,,3,ECO3022S,,Third Year
CB015BUS07,,3,ECO3023S,,Third Year
CB015BUS07,,3,ECO3025S,,Third Year
CB015BUS07,,4,BUS3039F,,Fourth Year
CB015BUS07,,4,BUS3041F,,Fourth Year
CB015BUS07,,4,STA3022F,,Fourth Year
CB015BUS07,,4,BUS3008W,,Fourth Year
CB015BUS07,,4,BUS3038S,,Fourth Year
CB015BUS07,,4,BUS3043S,,Fourth Year
CB015BUS07,,5,BUS4026W,,Fifth Year
CB015BUS07,,5,BUS4050H,,Fifth Year
CB015BUS07,,5,BUS4052H,,Fifth Year
CB015BUS07,,5,BUS4058F,,Fifth Year
CB015BUS08,,1,BUS1036F,,First Year
CB015BUS08,,1,DOC1103H,,First Year
CB015BUS08,,1,ECO1110F,,First Year
CB015BUS08,,1,ECO1011S,,First Year
CB015BUS08,,1,INF1102S,,First Year
CB015BUS08,,1,CSC1015S,,First Year
CB015BUS08,,1,MAM1110H,,First Year
CB015BUS08,,1,PSY1004F,,First Year
CB015BUS08,,1,PSY1005S,,First Year
CB015BUS08,,2,ACC1021F,,Second Year
CB015BUS08,,2,ACC1022Z,,Second Year
CB015BUS08,,2,STA1000F,,Second Year
CB015BUS08,,2,STA2020S,,Second Year
CB015BUS08,,2,BUS1007S,,Second Year
CB015BUS08,,2,CML1001F,,Second Year
CB015BUS08,,3,BUS2010F,,Third Year
CB015BUS08,,3,BUS2024F,,Third Year
CB015BUS08,,3,BUS2033F,,Third Year
CB015BUS08,,3,FTX2020F,,Third Year
CB015BUS08,,3,PHI2043S,,Third Year
CB015BUS08,,3,BUS2023S,,Third Year
CB015BUS08,,3,BUS3038S,,Third Year
CB015BUS08,,4,BUS3003F,,Fourth Year
CB015BUS08,,4,PSY2013F,,Fourth Year
CB015BUS08,,4,BUS3004S,,Fourth Year
CB015BUS08,,4,PSY2014S,,Fourth Year
CB015BUS08,,5,BUS4006W,,Fifth Year
CB015BUS08,,5,BUS4050H,,Fifth Year
CB015BUS08,,5,BUS4030H,,Fifth Year
CB019BUS01,,1,ACC1006F,,First Year
CB019BUS01,,1,BUS1036F,,First Year
CB019BUS01,,1,CSC1015F,,First Year
CB019BUS01,,1,ECO1010F,,First Year
CB019BUS01,,1,MAM1031F,,First Year
CB019BUS01,,1,MAM1032S,,First Year
CB019BUS01,,1,BUS1003H,,First Year
CB019BUS01,,1,ACC1011S,,First Year
CB019BUS01,,1,ECO1011S,,First Year
CB019BUS01,,1,STA1006S,,First Year
CB019BUS01,,2,CML1001F,,Second Year
CB019BUS01,,2,ECO2003F,,Second Year
CB019BUS01,,2,STA2004F,,Second Year
CB019BUS01,,2,MAM2010F,,Second Year
CB019BUS01,,2,MAM2011F,,Second Year
CB019BUS01,,2,MAM2012S,,Second Year
CB019BUS01,,2,MAM2014S,,Second Year
CB019BUS01,,2,BUS2016H,,Second Year
CB019BUS01,,2,ECO2004S,,Second Year
CB019BUS01,,2,FTX2024S,,Second Year
CB019BUS01,,2,STA2005S,,Second Year
CB019BUS01,,3,BUS3018F,,Third Year
CB019BUS01,,3,STA3041F,,Third Year
CB019BUS01,,3,STA3045F,,Third Year
CB019BUS01,,3,BUS3024S,,Third Year
CB019BUS01,,3,PHI2043S,,Third Year
CB019BUS01,,3,STA3047S,,Third Year
CB019BUS01,,3,STA3048S,,Third Year
CB019BUS01,,3,MAM2010F,,Third Year
CB019BUS01,,3,MAM2012S,MAM2013S,Third Year
CB019BUS09,,1,ACC1006F,,First Year
CB019BUS09,,1,CSC1015F,,First Year
CB019BUS09,,1,ECO1010F,,First Year
CB019BUS09,,1,MAM1031F,,First Year
CB019BUS09,,1,MAM1032S,,First Year
CB019BUS09,,1,BUS1003H,,First Year
CB019BUS09,,1,ACC1011S,,First Year
CB019BUS09,,1,BUS1036F,,First Year
CB019BUS09,,1,ECO1011S,,First Year
CB019BUS09,,1,STA1006S,,First Year
CB019BUS09,,2,CML1001F,,Second Year
CB019BUS09,,2,ECO2003F,,Second Year
CB019BUS09,,2,STA2004F,,Second Year
CB019BUS09,,2,MAM2010F,,Second Year
CB019BUS09,,2,MAM2011F,,Second Year
CB019BUS09,,2,MAM2012S,,Second Year
CB019BUS09,,2,MAM2014S,,Second Year
CB019BUS09,,2,BUS2016H,,Second Year
CB019BUS09,,2,ECO2004S,,Second Year
CB019BUS09,,2,FTX2024S,,Second Year
CB019BUS09,,2,STA2005S,,Second Year
CB019BUS09,,3,FTX3044F,,Third Year
CB019BUS09,,3,STA3041F,,Third Year
CB019BUS09,,3,STA3045F,,Third Year
CB019BUS09,,3,BUS2033S,,Third Year
CB019BUS09,,3,FTX3045S,,Third Year
CB019BUS09,,3,PHI2043S,,Third Year
CB019BUS09,,3,STA3047S,,Third Year
CB019BUS09,,3,STA3048S,,Third Year
CB019BUS09,,3,MAM2010F,,Third Year
CB019BUS09,,3,MAM2012S,MAM2013S,Third Year
CB001ACC08,,1,ACC1006F,,First Year
CB001ACC08,,1,ACC1015F,,First Year
CB001ACC08,,1,ECO1010F,,First Year
CB001ACC08,,1,MAM1010F,,First Year
CB001ACC08,,1,ACC1011S,,First Year
CB001ACC08,,1,ECO1011S,,First Year
CB001ACC08,,1,INF1002S,,First Year
CB001ACC08,,1,STA1000S,,First Year
CB001ACC08,,1,CML1004S,,First Year
CB001ACC08,,2,ACC2022H,,Second Year
CB001ACC08,,2,FTX2024F,,Second Year
CB001ACC08,,2,INF2004F,,Second Year
CB001ACC08,,2,ACC2012W,,Second Year
CB001ACC08,,2,ACC2018H,,Second Year
CB001ACC08,,2,ACC2023H,,Second Year
CB001ACC08,,3,CML2001F,,Third Year
CB001ACC08,,3,PHI2043F,,Third Year
CB001ACC08,,3,ACC3020W,,Third Year
CB001ACC08,,3,ACC3004W,,Third Year
CB001ACC08,,3,ACC3022W,,Third Year
CB001ACC08,,3,ACC3023W,,Third Year
CB001ACC08,,3,CML2010Z,,Third Year
CB001ACC08,,3,CML1004S,,Third Year
CB001ACC04,,1,ACC1006F,,First Year
CB001ACC04,,1,ACC1015F,,First Year
CB001ACC04,,1,ECO1010F,,First Year
CB001ACC04,,1,MAM1010F,,First Year
CB001ACC04,,1,ACC1011S,,First Year
CB001ACC04,,1,ECO1011S,,First Year
CB001ACC04,,1,INF1002S,,First Year
CB001ACC04,,1,STA1000S,,First Year
CB001ACC04,,1,CML1004S,,First Year
CB001ACC04,,2,PHI2043F,,Second Year
CB001ACC04,,2,ACC2022H,,Second Year
CB001ACC04,,2,FTX2024F,,Second Year
CB001ACC04,,2,INF2004F,,Second Year
CB001ACC04,,2,ACC2012W,,Second Year
CB001ACC04,,2,ACC2018H,,Second Year
CB001ACC04,,2,ACC2023H,,Second Year
CB001ACC04,,3,CML2001F,,Third Year
CB001ACC04,,3,ACC3009W,,Third Year
CB001ACC04,,3,ACC3004W,,Third Year
CB001ACC04,,3,ACC3022W,,Third Year
CB001ACC04,,3,ACC3001F,,Third Year
CB001ACC04,,3,ACC3002S,,Third Year
CB001ACC04,,3,ACC3023W,,Third Year
CB001ACC04,,3,CML2010Z,,Third Year
CB001ACC04,,3,CML1004S,,Third Year
CB001ACC03,,1,ACC1021F,,First Year
CB001ACC03,,1,ACC1022Z,,First Year
CB001ACC03,,1,ACC1015F,,First Year
CB001ACC03,,1,ECO1010F,,First Year
CB001ACC03,,1,MAM1010F,,First Year
CB001ACC03,,1,ECO1011S,,First Year
CB001ACC03,,1,INF1002S,,First Year
CB001ACC03,,1,STA1000S,,First Year
CB001ACC03,,2,ACC2023H,,Second Year
CB001ACC03,,2,PHI2043F,,Second Year
CB001ACC03,,2,ACC2012W,,Second Year
CB001ACC03,,2,PVL1003W,,Second Year
CB001ACC03,,2,PVL1004F,,Second Year
CB001ACC03,,2,PVL1008H,,Second Year
CB001ACC03,,2,ACC2018H,,Second Year
CB001ACC03,,3,FTX2024F,,Third Year
CB001ACC03,,3,ACC3020W,,Third Year
CB001ACC03,,3,PBL2000W,,Third Year
CB001ACC03,,3,PVL2003H,,Third Year
CB001ACC03,,3,PVL2002H,,Third Year
CB001ACC03,,3,ACC2022H,,Third Year
CB001INF01,,1,ACC1021F,,First Year
CB001INF01,,1,ACC1022Z,,First Year
CB001INF01,,1,INF1002F,,First Year
CB001INF01,,1,CSC1015F,,First Year
CB001INF01,,1,ECO1010F,,First Year
CB001INF01,,1,MAM1010F,,First Year
CB001INF01,,1,BUS1036S,,First Year
CB001INF01,,1,ECO1011S,,First Year
CB001INF01,,1,CML1004S,,First Year
CB001INF01,,2,INF1003F,,Second Year
CB001INF01,,2,INF2007F,,Second Year
CB001INF01,,2,INF2006F,,Second Year
CB001INF01,,2,INF2009F,,Second Year
CB001INF01,,2,INF2010S,,Second Year
CB001INF01,,2,INF2011S,,Second Year
CB001INF01,,2,BUS2010S,,Second Year
CB001INF01,,2,STA1000S,,Second Year
CB001INF01,,3,BUS2033F,,Third Year
CB001INF01,,3,INF3014F,,Third Year
CB001INF01,,3,INF3003W,,Third Year
CB001INF01,,3,PHI2043S,,Third Year
CB001INF01,,3,INF3012S,,Third Year
CB001INF01,,3,CSC1015F,,Third Year
CB001INF01,,3,INF1003F,,Third Year
CB001INF01,,3,BUS1007S,,Third Year
CB001INF01,,3,MAM1012S,,Third Year
CB001INF01,,3,POL1004F,,Third Year
CB001INF01,,3,PHI1025S,,Third Year
CB001INF01,,3,BUS2024F,,Third Year
CB001INF01,,3,BUS2023S,,Third Year
CB001INF01,,3,CML2001F,,Third Year
CB001INF01,,3,CML2005F,,Third Year
CB001INF01,,3,ECO2003F,,Third Year
CB001INF01,,3,ECO2004S,,Third Year
CB001INF01,,3,ECO2007S,,Third Year
CB001INF01,,3,FTX2000S,,Third Year
CB001INF01,,3,FTX2020F,,Third Year
CB001INF01,,3,PHI2037S,,Third Year
CB001INF01,,3,STA2020F,,Third Year
