Programme Code,Programme Name,Year,Course Code,Alternative,Handbook Year
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 1,ACC1006F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 1,BUS1036F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 1,CSC1015F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 1,ECO1010F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 1,MAM1031F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 1,MAM1032S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 1,BUS1003H,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 1,ACC1011S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 1,ECO1011S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 1,STA1006S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 2,CML1001F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 2,ECO2003F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 2,STA2004F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 2,MAM2011F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 2,MAM2012S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 2,BUS2016H,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 2,ECO2004S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 2,FTX2024S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 2,STA2005S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 3,BUS3018F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 3,BUS3039F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 3,STA3041F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 3,STA3045F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 3,BUS3024S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 3,PHI2043S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 3,STA3047S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 3,STA3048S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 4,BUS4028F,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 4,BUS4027W,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 4,BUS4050W,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 4,BUS4029H,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 4,BUS4034S,,2024
CB003BUS01,Bachelor of Business Science in Actuarial Science,Year 4,BUS2016H,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 1,ACC1006F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 1,BUS1036F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 1,CSC1015F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 1,ECO1010F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 1,MAM1031F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 1,MAM1032S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 1,BUS1003H,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 1,ACC1011S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 1,ECO1011S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 1,STA1006S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,CML1001F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,ECO2003F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,STA2004F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,MAM2010F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,MAM2011F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,MAM2012S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,MAM2014S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,BUS2016H,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,ECO2004S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,FTX2024S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 2,STA2005S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 3,BUS2033F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 3,BUS2033S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 3,BUS3039F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 3,FTX3044F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 3,STA3041F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 3,STA3045F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 3,FTX3045S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 3,PHI2043S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 3,STA3047S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 3,STA3048S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 4,BUS4028F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 4,FTX4086F,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 4,BUS4050W,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 4,BUS4053H,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 4,BUS4087S,,2024
CB018BUS09,Bachelor of Business Science in Actuarial Science specialising in Quantitative Finance,Year 4,FTX4056S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 1,BUS1036F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 1,ECO1010F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 1,CSC1015F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 1,MAM1031F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 1,MAM1032S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 1,ECO1011S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 1,CSC1016S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 1,STA1000S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 1,STA1006S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,ECO2003F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,MAM2010F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,MAM2011F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,MAM2013S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,MAM2014S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,PHI2043S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,BUS2010F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,CML1004S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,ECO2004S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA2004F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA2005S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA2020F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA2020S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 2,STA2030S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,FTX2020F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,FTX2024S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,BUS2033S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,BUS3039S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,CSC2001F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,CSC2002S,Alternative,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,ECO3021S,Alternative,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,INF2006F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,INF2007F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3022F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3045F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3041F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3043S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3030F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 3,STA3036S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA4010W,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,BUS4050W,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,STA1006S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM1031F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM1032S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM1005H,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM1006H,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM2010F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM2011F,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM2012S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM2013S,,2024
CB004BUS22,Bachelor of Business Science specialising in Analytics,Year 4,MAM2014S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,ACC1020H,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,ECO1010F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,INF1002F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,MAM1010F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,BUS1036S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,ECO1011S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,MAM1012S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 1,STA1000S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,BUS2010F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,CML1001F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,ECO2003F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,STA2020F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,STA2020S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,ACC2022H,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,ECO2007S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,ECO2004S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,FTX2024S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 2,PHI2043S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,ECO3020F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,FTX3044F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,STA3022F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,BUS2033F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,BUS2033S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,BUS3039S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,ECO3021S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 3,FTX3045S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,FTX4057F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,FTX4086F,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,BUS4050W,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,FTX4051H,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,FTX4056S,,2024
CB015FTX05,Bachelor of Business Science specialising in Finance,Year 4,FTX4087S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,ACC1006F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,ECO1010F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,INF1002F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,MAM1010F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,ACC1011S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,ACC1015S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,ECO1011S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,MAM1012S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 1,STA1000S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,ACC2023H,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,BUS2010F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,CML1001F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,ECO2003F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,STA2020F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,STA2020S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,ACC2022H,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,CML2010Z,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,ECO2004S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,FTX2024S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 2,PHI2043S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,CML2001F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,FTX3044F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,INF2004F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,ACC2012W,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,ACC2018H,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,ACC3023W,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,BUS3039S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 3,FTX3045S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,FTX4057F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,ACC3009W,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,BUS4050W,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,ACC3004W,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,ACC3022W,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,FTX4087S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,FTX4056S,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,ACC3020W,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,FTX3044F,,2024
CB015FTX04,Bachelor of Business Science specialising in Finance with Accounting,Year 4,FTX3045S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,BUS1036F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,CSC1015F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,ECO1010F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,MAM1031F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,MAM1004F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,MAM1008S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,CSC1016S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,ECO1011S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 1,STA1000S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,ACC1020H,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,ACC1006F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,ACC1011S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,CSC2001F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,INF2009F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,STA2020F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,STA2020S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,FTX2020F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,FTX2024S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,CSC2002S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,CSC2004Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 2,PHI2043S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 3,BUS3039F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 3,CML1001F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 3,CSC3002F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 3,ECO2003F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 3,BUS2033F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 3,BUS2033S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 3,BUS2010S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 3,CSC3003S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 3,ECO2004S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,BUS4050W,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4019Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4020Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4021Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4002W,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4007Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4010Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4023Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4024Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4025Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4026Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4027Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4028Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,CSC4029Z,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,STA4026S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,ACC1006F,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,ACC1011S,,2024
CB015CSC05,Bachelor of Business Science specialising in Computer Science,Year 4,ACC1020H,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 1,ACC1020H,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 1,BUS1036F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 1,INF1002F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 1,CSC1015F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 1,ECO1010F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 1,MAM1010F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 1,ECO1011S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 1,CML1004S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 1,MAM1012S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 1,STA1000S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,ECO2003F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF1003F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF2006F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF2007F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF2009F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,FTX2020F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,FTX2024S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,STA2020S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,ECO2004S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF2010S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 2,INF2011S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 3,BUS2010F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 3,BUS3039F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 3,INF3014F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 3,INF3003W,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 3,BUS2033S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 3,INF3012S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 3,PHI2043S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 4,INF4026F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 4,BUS4050W,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 4,INF4027W,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 4,INF4024W,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 4,INF4025S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 4,CSC1015F,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 4,CSC1016S,,2024
CB004INF01,Bachelor of Business Science specialising in Information Systems,Year 4,INF1003F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 1,ACC1020H,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 1,BUS1036F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 1,ECO1010F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 1,INF1002F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 1,MAM1010F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 1,ECO1011S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 1,MAM1012S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 1,STA1000S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,CML1001F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,ECO2003F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,FTX2020F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,FTX2024S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,STA2020F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,STA2020S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,BUS2010S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,ECO2004S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,ECO2007S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,STA2030S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 2,STA3022F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 3,BUS2033F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 3,BUS3039F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 3,ECO3020F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 3,ECO3021S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 3,PHI2043S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 3,FTX3044F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 3,STA3030F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 3,FTX3045S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 3,STA3036S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 4,BUS4050W,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4006F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4007F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4016F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4112F,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4021W,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4013S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4020S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4026S,,2024
CB004ECO01,Bachelor of Business Science specialising in Economics,Year 4,ECO4027S,,2024
